brand_name,price,original_price,description,sizes,product_url
glitchez,515,1199,Women Faded Straight Jeans,Sizes: 32,https://www.myntra.comjeans/glitchez/glitchez-women-dark-grunge-faded-straight-to-style-jeans/31520748/buy
glitchez,719,1999,Women Wide Leg  Jeans,Sizes: 30,https://www.myntra.comjeans/glitchez/glitchez-women-classic-cuts-wide-leg-slit-jeans/31362844/buy
Pepe Jeans,1631,3399,Men Jeans,Sizes: 30,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-stretchable-jeans/32424190/buy
Calvin Klein Jeans,7699,10999,Men Jeans,Sizes: 40,https://www.myntra.comjeans/calvin+klein+jeans/calvin-klein-jeans-men-jeans/32306256/buy
Stylecast X Kotty,524,2499,Women Straight Fit Jeans,Sizes: 30,https://www.myntra.comjeans/stylecast+x+kotty/stylecast-x-kotty-women-jean-straight-fit-high-rise-stretchable-jeans/31359183/buy
Calvin Klein Jeans,4799,7999,Women Cotton Jeans,Sizes: 30,https://www.myntra.comjeans/calvin+klein+jeans/calvin-klein-jeans-women-cotton-jeans/31343728/buy
Calvin Klein Jeans,8999,14999,Men Jeans,Sizes: 28,https://www.myntra.comjeans/calvin+klein+jeans/calvin-klein-jeans-men-jeans/31012176/buy
Pepe Jeans,3449,4599,Stretchable Skinny Fit Jeans,Sizes: 30,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-heavy-fade-stretchable-skinny-fit-jeans/32598122/buy
Calvin Klein Jeans,8549,8999,Women Jeans,Sizes: 26,https://www.myntra.comjeans/calvin+klein+jeans/calvin-klein-jeans-women-jeans/30226351/buy
Calvin Klein Jeans,9999,N/A,Men Jeans,Sizes: 32,https://www.myntra.comjeans/calvin+klein+jeans/calvin-klein-jeans-men-jeans/30474291/buy
AD By Arvind,1499,2499,Men Mid Rise Jeans,Sizes: 36,https://www.myntra.comjeans/ad+by+arvind/ad-by-arvind-men-relaxed-tapered-fit-mid-rise-jeans/32466339/buy
Pepe Jeans,3999,N/A,Men Relaxed Fit Jeans,Sizes: 38,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-relaxed-fit-jeans/33451673/buy
Calvin Klein Jeans,7999,N/A,Women Bootcut Jeans,Sizes: 34,https://www.myntra.comjeans/calvin+klein+jeans/calvin-klein-jeans-women-bootcut-jeans/32390310/buy
Pepe Jeans,3999,N/A,Men Slim Fit Jeans,Sizes: 32,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-vapour-slim-fit-light-fade-stretchable-jeans/33229461/buy
SF JEANS by Pantaloons,1599,N/A,Men Jeans,Sizes: 30,https://www.myntra.comjeans/sf+jeans+by+pantaloons/sf-jeans-by-pantaloons-men-jeans/33469597/buy
Calvin Klein Jeans,4799,7999,Women Jeans,Sizes: 30,https://www.myntra.comjeans/calvin+klein+jeans/calvin-klein-jeans-women-jeans/31207011/buy
Levis,2111,3299,Men Slim Tapered Fit Jeans,Sizes: 38,https://www.myntra.comjeans/levis/levis-men-slim-tapered-fit-light-fade-stretchable-jeans/31579386/buy
Louis Philippe Jeans,3203,3599,Men Black Jeans,Sizes: 32,https://www.myntra.comjeans/louis+philippe+jeans/louis-philippe-jeans-men-black-jeans/19857836/buy
Calvin Klein Jeans,4799,7999,Women Jeans,Sizes: 34,https://www.myntra.comjeans/calvin+klein+jeans/calvin-klein-jeans-women-jeans/31207009/buy
Levis,1471,3199,Men 512 Slim Fit Jeans,Sizes: 32,https://www.myntra.comjeans/levis/levis-men-512-slim-fit-light-fade-stretchable-jeans/25756736/buy
Calvin Klein Jeans,6599,10999,Women Jeans,Sizes: 32,https://www.myntra.comjeans/calvin+klein+jeans/calvin-klein-jeans-women-jeans/31207007/buy
Pepe Jeans,3999,N/A,Men Jeans,Sizes: 38,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-holborne-stretchable-jeans/32424196/buy
Levis,1379,2999,Men 512 Slim Fit Jeans,Sizes: 40,https://www.myntra.comjeans/levis/levis-men-512-slim-fit-light-fade-stretchable-jeans/25756698/buy
Pepe Jeans,3499,N/A,Women Cropped Jeans,Sizes: 34,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-women-blue-cropped-jeans/19706384/buy
Versace Jeans Couture,33500,N/A,Men Jeans,Sizes: 40,https://www.myntra.comjeans/versace+jeans+couture/versace-jeans-couture-men-jeans/33023182/buy
Pepe Jeans,845,1799,Boys Slim Fit Jeans,Sizes: 8-9Y,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-boys-slim-fit-light-fade-stretchable-jeans/28157094/buy
Calvin Klein Jeans,4799,7999,Women Jeans,Sizes: 34,https://www.myntra.comjeans/calvin+klein+jeans/calvin-klein-jeans-women-jeans/31028827/buy
Voi Jeans,2219,3699,Men Jeans,Sizes: 30,https://www.myntra.comjeans/voi+jeans/voi-jeans-men-light-fade-jeans/30949325/buy
Levis,1819,3499,Men Slim Fit Jeans,Sizes: 28,https://www.myntra.comjeans/levis/levis-men-slim-fit-light-fade-stretchable-jeans/31573946/buy
Louis Philippe Jeans,3203,3599,Men Mid-Rise Jeans,Sizes: 42,https://www.myntra.comjeans/louis+philippe+jeans/louis-philippe-jeans-men-jeans/30258435/buy
Kraus Jeans,997,1995,Women High-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/kraus+jeans/kraus-jeans-women-high-rise-jeans/33209589/buy
Levis,1563,3399,Men 512 Slim Fit Jeans,Sizes: 42,https://www.myntra.comjeans/levis/levis-men-512-slim-fit-light-fade-stretchable-jeans/25756708/buy
Kraus Jeans,847,1695,Women Skinny Fit Jeans,Sizes: 28,https://www.myntra.comjeans/kraus+jeans/kraus-jeans-women-skinny-fit-jeans/31568330/buy
Kraus Jeans,847,1695,Women Skinny Fit Jeans,Sizes: 28,https://www.myntra.comjeans/kraus+jeans/kraus-jeans-women-skinny-fit-jeans/31567939/buy
Levis,1379,2999,Men 511 Slim Fit Jeans,Sizes: 36,https://www.myntra.comjeans/levis/levis-men-511-slim-fit-heavy-fade-stretchable-jeans/25756808/buy
Kraus Jeans,947,1895,Women Skinny Fit Jeans,Sizes: 28,https://www.myntra.comjeans/kraus+jeans/kraus-jeans-women-skinny-fit-jeans/27867588/buy
SF JEANS by Pantaloons,1272,1899,Women Cotton Jeans,Sizes: 34,https://www.myntra.comjeans/sf+jeans+by+pantaloons/sf-jeans-by-pantaloons-women-cotton-jeans/20138074/buy
Jack & Jones,3499,4999,Men Wide Leg High-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-wide-leg-high-rise-mildly-distressed-light-fade-stretchable-jeans/32680690/buy
SF JEANS by Pantaloons,1272,1899,Women Cotton  Jeans,Sizes: 28,https://www.myntra.comjeans/sf+jeans+by+pantaloons/sf-jeans-by-pantaloons-women-cotton-jeans/20138070/buy
Pepe Jeans,1631,3399,Men Jeans,Sizes: 34,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-holborne-stretchable-jeans/32424059/buy
Jack & Jones,8399,11999,Relaxed Fit Cotton Jeans,Sizes: 34/32,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-relaxed-fit-mid-rise-light-fade-cotton-jeans/32665169/buy
Pepe Jeans,1319,2199,Boys Bootcut Jeans,Sizes: 6-7Y,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-boys-bootcut-stretchable-jeans/27469576/buy
Kraus Jeans,1935,2150,Women High-Rise Jeans,Sizes: 28,https://www.myntra.comjeans/kraus+jeans/kraus-jeans-women-high-rise-jeans/33766109/buy
Pepe Jeans,2699,5999,Men Slim Fit Stretchable Jeans,Sizes: 30,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-slim-fit-mildly-distressed-light-fade-whiskers-stretchable-jeans/27281702/buy
Kraus Jeans,1606,2295,Women High-Rise Jeans,Sizes: 34,https://www.myntra.comjeans/kraus+jeans/kraus-jeans-women-high-rise-jeans/31386425/buy
Pepe Jeans,1899,2299,Men Holborne Stretchable Jeans,Sizes: 36,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-holborne-stretchable-jeans/31266856/buy
Levis,2235,4299,Men 511 Slim Fit Jeans,Sizes: 40,https://www.myntra.comjeans/levis/levis-men-511-slim-fit-heavy-fade-stretchable-jeans/30189238/buy
Pepe Jeans,3599,N/A,Men Jeans,Sizes: 32,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-holborne-stretchable-jeans/32424078/buy
Pepe Jeans,1349,2999,Women Bootcut Jeans,Sizes: 26,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-women-bootcut-stretchable-jeans/27610386/buy
Jack & Jones,4199,5999,Men Wide Leg Low-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-low-rise-straight-fit-light-fade-stretchable-jeans/32680028/buy
Jack & Jones,4199,5999,Men Wide Leg Low-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-low-rise-straight-fit-light-fade-stretchable-jeans/32680028/buy
Versace Jeans Couture,48500,N/A,Women Jeans,Sizes: 26,https://www.myntra.comjeans/versace+jeans+couture/versace-jeans-couture-women-jeans/33023269/buy
Kraus Jeans,847,1695,Women Skinny Fit Jeans,Sizes: 28,https://www.myntra.comjeans/kraus+jeans/kraus-jeans-women-skinny-fit-jeans/31568330/buy
ZUSH,1899,3000,Men  Plus Size Cotton Jeans,Sizes: 44,https://www.myntra.comjeans/zush/zush-men-plus-size-blue-light-fade-stretchable-cotton-jeans/20945580/buy
Kraus Jeans,847,1695,Women Skinny Fit Jeans,Sizes: 28,https://www.myntra.comjeans/kraus+jeans/kraus-jeans-women-skinny-fit-jeans/31567939/buy
Pepe Jeans,1589,2999,Men Jeans,Sizes: 34,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-holborne-stretchable-jeans/32424186/buy
Pepe Jeans,4599,N/A,Men Slim Fit Jeans,Sizes: 28,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-vapour-slim-fit-jeans/32530338/buy
Kraus Jeans,997,1995,Women Skinny Fit Jeans,Sizes: 28,https://www.myntra.comjeans/kraus+jeans/kraus-jeans-women-skinny-fit-jeans/27867666/buy
Pepe Jeans,1899,3799,Men Tapered Fit Low-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-tapered-fit-low-rise-mildly-distressed-heavy-fade-stretchable-jeans/29280536/buy
Pepe Jeans,2999,N/A,Women Mid-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-women-mid-rise-jeans/31619656/buy
Pepe Jeans,1699,3399,Men Bootcut Jeans,Sizes: 34,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-bootcut-stretchable-jeans/30646037/buy
Levis,1715,3299,Men Slim Fit Jeans,Sizes: 40,https://www.myntra.comjeans/levis/levis-men-511-slim-fit-light-fade-stretchable-jeans/31284311/buy
Pepe Jeans,3219,4599,Men Mid-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-mid-rise-jeans/31266858/buy
Pepe Jeans,2799,3999,Men Jeans,Sizes: 36,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-holborne-stretchable-jeans/31134944/buy
Jack & Jones,4249,4999,Men Slim Fit Low-Rise Jeans,Sizes: 31/29,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-slim-fit-low-rise-light-fade-stretchable-jeans/32919339/buy
Pepe Jeans,3219,4599,Men Jeans,Sizes: 38,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-holborne-stretchable-jeans/30865048/buy
Pepe Jeans,2799,3999,Men Straight Fit Jeans,Sizes: 34,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-straight-fit-jeans/30865040/buy
Jack & Jones,2379,2799,Men Mid-Rise Stretchable Jeans,Sizes: 28/30,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-clark-mid-rise-light-fade-dark-shade-clean-look-stretchable-jeans/24857568/buy
Kraus Jeans,1047,2095,Women Skinny Fit Jeans,Sizes: 34,https://www.myntra.comjeans/kraus+jeans/kraus-jeans-women-skinny-fit-jeans/28412718/buy
Kraus Jeans,1097,2195,Women High-Rise Jeans,Sizes: 34,https://www.myntra.comjeans/kraus+jeans/kraus-jeans-women-high-rise-jeans/27616808/buy
Jack & Jones,4249,4999,Men Bootcut High-Rise Jeans,Sizes: 34/32,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-bootcut-high-rise-stretchable-jeans/33133966/buy
Voi Jeans,1799,3299,Men Slim Fit Jeans,Sizes: 30,https://www.myntra.comjeans/voi+jeans/voi-jeans-men-slim-fit-jeans/23470078/buy
Voi Jeans,1575,3499,Men Regular Fit Jeans,Sizes: 36,https://www.myntra.comjeans/voi+jeans/voi-jeans-men-regular-fit-jeans/22268584/buy
Jack & Jones,4249,4999,Men Wide Leg High-Rise Jeans,Sizes: 36,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-wide-leg-high-rise-light-fade-jeans/32571551/buy
Pepe Jeans,2549,2999,Skinny Fit High-Rise Jeans,Sizes: 26,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-women-black-jeans-skinny-fit-high-rise-stretchable-jeans/16717954/buy
Pepe Jeans,1299,2399,Women FRISKY Jeans,Sizes: 26,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-women-blue-frisky-jeans/70172/buy
Pepe Jeans,857,2199,Boys Slim Fit Jeans,Sizes: 14Y,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-boys-slim-fit-mildly-distressed-light-fade-stretchable-jeans/23677532/buy
Kraus Jeans,897,1795,Women Skinny Fit Jeans,Sizes: 28,https://www.myntra.comjeans/kraus+jeans/kraus-jeans-women-skinny-fit-jeans/32513901/buy
Calvin Klein Jeans,7199,8999,Women Bootcut Jeans,Sizes: 24,https://www.myntra.comjeans/calvin+klein+jeans/calvin-klein-jeans-women-bootcut-jeans/21201108/buy
Jack & Jones,4249,4999,Men Slim Fit Low-Rise Jeans,Sizes: 28/30,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-slim-fit-low-rise-light-fade-stretchable-jeans/33311765/buy
Pepe Jeans,3999,N/A,Men Jeans,Sizes: 34,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-jeans/32530340/buy
United Colors of Benetton,1097,1799,Boys Slim Fit Jeans,Sizes: 4-5Y,https://www.myntra.comjeans/united+colors+of+benetton/united-colors-of-benetton-boys-slim-fit--jeans/30388953/buy
Pepe Jeans,1299,2399,Boys Mid-Rise Slim Fit Jeans,Sizes: 4Y,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-boys-clean-look-mid-rise-slim-fit-light-fade-stretchable-jeans/24713536/buy
H&M,1599,1999,Wide High Jeans,Sizes: 32,https://www.myntra.comjeans/h%26m/hm-wide-high-jeans/32557620/buy
U.S. Polo Assn. Kids,1034,2299,Boys Slim Fit Cotton Jeans,Sizes: 6-12M,https://www.myntra.comjeans/u.s.+polo+assn.+kids/us-polo-assn-kids-boys-slim-fit-whiskers--chevrons-light-fade-pure-cotton-jeans/24592066/buy
RARE ONES,2899,N/A,Boys Relaxed Fit Jeans,Sizes: 8-9Y,https://www.myntra.comjeans/rare+ones/rare-ones-boys-relaxed-fit-highly-distressed-light-fade-jeans/33448936/buy
Bene Kleed,804,2299,Relaxed Fit Denim Jeans,Sizes: 32,https://www.myntra.comjeans/bene+kleed/bene-kleed-pure-cotton-mid-rise-relaxed-fit-denim-jeans/21679346/buy
Levis,1517,3299,Men 512 Slim Tapered Fit Jeans,Sizes: 28,https://www.myntra.comjeans/levis/levis-men-512-slim-tapered-fit-light-fade-stretchable-jeans/31284327/buy
Pepe Jeans,857,2199,Boys Slim Fit Jeans,Sizes: 8Y,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-boys-mid-rise-slim-fit-light-fade-jeans/23405644/buy
Jack & Jones,1484,3299,Men Low-Rise Jeans,Sizes: 36,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-black-regular-fit-solid-low-rise-jeans/20292178/buy
HIGHLANDER,441,1299,Men Slim Fit Jeans,Sizes: 38,https://www.myntra.comjeans/highlander/highlander-men-black-slim-fit-mid-rise-clean-look-stretchable-jeans/8890027/buy
Levis,1379,2999,Men 512 Slim Tapered Fit Jeans,Sizes: 28,https://www.myntra.comjeans/levis/levis-men-512-slim-tapered-fit-light-fade-stretchable-jeans/25756836/buy
V-Mart,679,799,Light Fade  Cargo Jeans,Sizes: 9-10Y,https://www.myntra.comjeans/v-mart/v-mart-boys-light-fade--cargo-jeans/33446996/buy
Urbano Juniors,604,1099,Boys Slim Fit Jeans,Sizes: 13-14Y,https://www.myntra.comjeans/urbano+juniors/urbano-juniors-boys-black-slim-fit-mid-rise-clean-look-stretchable-jeans/11851554/buy
Pepe Jeans,1299,2199,Boys Slim Fit Jeans,Sizes: 15-16Y,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-boys-slim-fit-low-distress-light-fade-jeans/21986974/buy
Levis,1517,3299,Men 511 Slim Fit Jeans,Sizes: 42,https://www.myntra.comjeans/levis/levis-men-511-slim-fit-light-fade-stretchable-jeans/31284357/buy
HIGHLANDER,645,1899,Men Slim Fit Jeans,Sizes: 32,https://www.myntra.comjeans/highlander/highlander-highlander-ankle-length-highly-distressed-stretchable-denim-jeans/8206985/buy
Jack & Jones,3499,4999,Men Relaxed Fit Jeans,Sizes: 34,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-relaxed-fit-high-rise-light-fade-cotton-jeans/32571504/buy
Levis,1884,2899,Women Bootcut High-Rise Jeans,Sizes: 27,https://www.myntra.comjeans/levis/levis-women-725-bootcut-high-rise-heavy-fade-stretchable-jeans/29273146/buy
Pepe Jeans,1649,2999,Men Black Jeans,Sizes: 38,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-black-jeans/15766702/buy
Levis,1715,3299,Men 511 Slim Fit Jeans,Sizes: 28,https://www.myntra.comjeans/levis/levis-men-511-slim-fit-stretchable-jeans/31284353/buy
Bombay Shirt Company,4041,4490,Men Slim Fit Low-Rise Jeans,Sizes: 38,https://www.myntra.comjeans/bombay+shirt+company/bombay-shirt-company-men-comfort-slim-fit-low-rise-jeans/32290424/buy
Style Quotient,1289,2999,Men Cotton Cargo Jeans,Sizes: 36,https://www.myntra.comjeans/style+quotient/style-quotient-men-relaxed-fit-mid-rise-clean-look-cotton-cargo-denim-jeans/28203884/buy
H&M,1299,N/A,Wide Denim-Look Trousers,Sizes: 8-9Y,https://www.myntra.comjeans/h%26m/hm-wide-denim-look-trousers/32321056/buy
AD By Arvind,1499,2499,Men Relaxed Fit Jeans,Sizes: 32,https://www.myntra.comjeans/ad+by+arvind/ad-by-arvind-men-relaxed-fit-low-distress-heavy-fade-jeans/32466333/buy
Pepe Jeans,1899,2299,Men Stretchable Jeans,Sizes: 38,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-holborne-stretchable-casual-jeans/31266819/buy
Allen Solly Junior,991,1599,Boys Slim Fit Jeans,Sizes: 9-10Y,https://www.myntra.comjeans/allen+solly+junior/allen-solly-junior-boys-slim-fit-stretchable-jeans/33102202/buy
Jack & Jones,2379,2799,Men Bootcut Mid Rise Jeans,Sizes: 34/32,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-bootcut-mid-rise-heavy-fade-stretchable-jeans/24606984/buy
WROGN,1651,2799,Men Stretchable Cargo Jeans,Sizes: 28,https://www.myntra.comjeans/wrogn/wrogn-men-stretchable-cargo-jeans/29330866/buy
Levis,1710,2899,Men Slim Tapered Fit Jeans,Sizes: 28,https://www.myntra.comjeans/levis/levis-men-512-slim-tapered-fit-stretchable-jeans/31347066/buy
Jack & Jones,4249,4999,Men Slim Fit Low-Rise Jeans,Sizes: 34/34,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-slim-fit-low-rise-stretchable-jeans/27579198/buy
Ben Martin,999,2999,Tapered Fit High-Rise Jeans,Sizes: 28,https://www.myntra.comjeans/ben+martin/ben-martin-men-carrot-tapered-fit-high-rise-stretchable-jeans/30806192/buy
Bene Kleed,999,2499,Pure Cotton Straight Fit Jeans,Sizes: 28,https://www.myntra.comjeans/bene+kleed/bene-kleed-men-pure-cotton-mid-rise-straight-fit-jeans/24459978/buy
Jack & Jones,8399,11999,Men Light Fade Denim Jeans,Sizes: 34/34,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-high-rise-light-fade-cotton-baggy-jeans/32665241/buy
max,999,N/A,Boys Cotton Clean Look Jeans,Sizes: 11-12Y,https://www.myntra.comjeans/max/max-boys-cotton-no-fade-clean-look-jeans/30998462/buy
Louis Philippe Jeans,1649,2999,Men Slim Fit Mid-Rise Jeans,Sizes: 34,https://www.myntra.comjeans/louis+philippe+jeans/louis-philippe-jeans-men-black-slim-fit-mid-rise-clean-look-stretchable-jeans/20325476/buy
Jack & Jones,3399,3999,Men Slim Fit Low-Rise Jeans,Sizes: 29/30,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-slim-fit-low-rise-highly-distressed-light-fade-stretchable-jeans/32919356/buy
Jack & Jones,1499,2999,Men Ray Bootcut Jeans,Sizes: 30,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-mid-rise-ray-bootcut-light-fade-stretchable-jeans/25917812/buy
Levis,1439,2999,Men 511 Slim Fit Jeans,Sizes: 42,https://www.myntra.comjeans/levis/levis-men-511-slim-fit-jeans/25756688/buy
Pepe Jeans,899,1999,Boys Stretchable Jeans,Sizes: 4-5Y,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-boys-slim-fit-mid-rise-stretchable-clean-look-jeans/24759466/buy
Snitch,1799,N/A,Mid Rise Stretchable Jeans,Sizes: 38,https://www.myntra.comjeans/snitch/snitch-men-smart-bootcut-mildly-distressed-light-fade-mid-rise-stretchable-jeans/30279266/buy
Levis,1379,2999,Men 511 Slim Fit Jeans,Sizes: 30,https://www.myntra.comjeans/levis/levis-men-511-slim-fit-stretchable-jeans/25756702/buy
Jack & Jones,4199,5999,Men Skinny Fit Low-Rise Jeans,Sizes: 31/32,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-ben-skinny-fit-low-rise-light-fade-jeans/32314563/buy
bigbanana,1679,3499,Plus Size Men Mid-Rise Jeans,Sizes: 48,https://www.myntra.comjeans/bigbanana/bigbanana-plus-size-men-mid-rise-clean-look-stretchable-jeans/23853518/buy
HIGHLANDER,463,1449,Men Slim Fit Jeans,Sizes: 32,https://www.myntra.comjeans/highlander/highlander-men-grey-slim-fit-mid-rise-clean-look-stretchable-jeans/13938110/buy
Jack & Jones,3849,5499,Men Wide Leg High-Rise Jeans,Sizes: 31,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-wide-leg-high-rise-clean-look-light-fade-jeans/33032472/buy
Levis,1715,3299,Men 512 Slim Fit Jeans,Sizes: 40,https://www.myntra.comjeans/levis/levis-men-512-slim-tapered-fit-light-fade-stretchable-jeans/31284280/buy
max,599,N/A,Boys Jeans,Sizes: 8-9Y,https://www.myntra.comjeans/max/max-boys-jeans/32835399/buy
Allen Solly,1351,2599,Men Skinny Fit Jeans,Sizes: 30,https://www.myntra.comjeans/allen+solly/allen-solly-men-skinny-fit-light-fade-stretchable-jeans/33078890/buy
HERE&NOW,985,3399,Men Relaxed Fit Cotton Jeans,Sizes: 38,https://www.myntra.comjeans/here%26now/herenow-men-loose-relaxed-fit-pure-cotton-jeans/28601016/buy
Pepe Jeans,779,1999,Cashed Boys Slim Fit Jeans,Sizes: 8-9Y,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-cashed-boys-slim-fit-mid-rise-low-distress-heavy-fade-stretchable-jeans/28474804/buy
Jack & Jones,3399,3999,Men Slim Fit Low-Rise Jeans,Sizes: 31/29,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-slim-fit-low-rise-light-fade-stretchable-jeans/33032466/buy
CUTECUMBER,1100,2250,Girls Stretchable Jeans,Sizes: 8-9Y,https://www.myntra.comjeans/cutecumber/cutecumber-girls-blue-low-distress-embroidered-stretchable-jeans/19154438/buy
Miss Chase,1343,2399,Women Wide Leg High-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/miss+chase/miss-chase-women-high-rise-regular-length-stretchable-bootcut-denim-jeans/30575877/buy
Jack & Jones,3399,3999,Men Slim Fit Cotton Jeans,Sizes: 34/32,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-slim-fit-low-rise-cotton-jeans/22278474/buy
HIGHLANDER,405,1399,Men Tapered Fit Jeans,Sizes: 30,https://www.myntra.comjeans/highlander/highlander-men-black-tapered-fit-jeans/15228444/buy
H&M,1499,N/A,Relaxed Fit Jeans,Sizes: 9-10Y,https://www.myntra.comjeans/h%26m/hm-relaxed-fit-jeans/32494725/buy
Jack & Jones,6299,8999,Men Wide Leg High-Rise Jeans,Sizes: 36,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-wide-leg-high-rise-highly-distressed-jeans/33032495/buy
Levis,1923,3699,Men 511 Slim Fit Jeans,Sizes: 38,https://www.myntra.comjeans/levis/levis-men-511-slim-fit-light-fade-stretchable-jeans/31284309/buy
Levis,2079,3999,Women Bootcut High-Rise Jeans,Sizes: 32,https://www.myntra.comjeans/levis/levis-women-ribcage-bootcut-high-rise-heavy-fade-stretchable-jeans/30616508/buy
Jack & Jones,3824,4499,Men Low-Rise Jeans,Sizes: 30/30,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-clark-low-rise-light-fade-stretchable-jeans/32919349/buy
Aeropostale,1701,3699,Men Cotton Baggy Jeans,Sizes: 32,https://www.myntra.comjeans/aeropostale/aeropostale-men-pure-cotton-baggy-light-fade-jeans/31307557/buy
H&M,799,N/A,Superstretch Slim Fit Jeans,Sizes: 5-6Y,https://www.myntra.comjeans/h%26m/hm-boys-superstretch-slim-fit-jeans/32494715/buy
Jack & Jones,4674,5499,Men Bootcut High-Rise Jeans,Sizes: 32/32,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-bootcut-high-rise-light-fade-stretchable-jeans/33503593/buy
HERE&NOW,599,1999,Men Mid Rise Stretchable Jeans,Sizes: 32,https://www.myntra.comjeans/here%26now/herenow-men-mid-rise-smart-slim-fit-stretchable-jeans/25149890/buy
Pepe Jeans,1169,2599,Boys Denim Joggers,Sizes: 10-11Y,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-boys-heavy-fade-stretchable-denim-joggers-/26266946/buy
Pepe Jeans,2799,N/A,Men Slim Fit Mid-Rise Jeans,Sizes: 32,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-slim-fit-mid-rise-clean-look-stretchable-jeans/28475246/buy
Levis,1710,2899,Men 511 Slim Fit Jeans,Sizes: 38,https://www.myntra.comjeans/levis/levis-men-511-slim-fit-light-fade-stretchable-jeans/31347083/buy
max,499,599,Boys Mid-Rise Clean Look Jeans,Sizes: 15-16Y,https://www.myntra.comjeans/max/max-boys-mid-rise-light-fade-clean-look-stretchable-jeans/26128740/buy
Louis Philippe Jeans,1799,2999,Men Low-Rise Jeans,Sizes: 34,https://www.myntra.comjeans/louis+philippe+jeans/louis-philippe-jeans-men-low-rise-light-fade-stretchable-jeans/33085503/buy
max,549,699,Boys Jeans,Sizes: 11-12Y,https://www.myntra.comjeans/max/max-boys-blue-heavy-fade-jeans/17431644/buy
glitchez,747,2199,Men Baggy Loose Jeans,Sizes: 30,https://www.myntra.comjeans/glitchez/glitchez-men-timeless-cool-baggy-loose-jeans/31596646/buy
Aarika,799,1999,Girls High-Rise Jeans,Sizes: 12-13Y,https://www.myntra.comjeans/aarika/aarika-girls-solid-cotton-denim-high-rise-jeans/32045139/buy
